s2orc_paper_id;mag_id;year;author_num;citation_count;reference_count;topic_size;first_author_prod;first_author_h_index;last_author_index;last_author_prod;last_author_h_index;title_len
17706378;2012195424;2001;3;1;0;10544;14;3;3;15;2;9
67032962;2087100467;1983;6;63;19;377;2;1;6;1;1;9
150373651;2982138725;2020;2;6;37;428127;9;3;2;114;17;8
85533196;2901309252;2019;2;0;43;163563;68;14;2;359;29;5
56069315;2754059759;2017;3;3;0;69485;1;1;3;40;5;10
2941460;2125961643;1998;3;71;10;204154;131;20;3;151;21;8
4884001;2041901931;1997;1;54;59;42377;3;1;1;3;1;13
5222241;1973554348;2009;6;22;0;6366;18;7;6;2;1;20
6219418;2963745986;2007;1;13;11;33200;1;1;1;1;1;8
38291662;2041162037;2009;3;2;12;78730;68;11;3;62;10;12
3420517;2116375121;2009;4;72;45;76535;50;11;4;253;20;15
5937766;2117265445;2010;2;72;28;23062;99;17;2;136;17;3
1160159;2156518585;2007;2;73;56;167380;225;30;2;455;61;8
54457241;2900023378;2018;4;1;29;36535;35;6;4;24;6;11
11158678;1796370025;2008;1;142;55;53091;1;1;1;1;1;7
14205680;3003584269;2020;5;2;14;366979;80;10;5;37;10;10
49904986;2883092768;2018;2;0;13;189943;1;0;2;1;0;11
6331896;2040654852;2005;1;86;119;5843;256;71;1;256;71;15
15351401;2068227674;2012;2;1;6;141028;127;6;2;26;4;13
642334;2142061812;2007;2;8;20;17972;9;5;2;83;20;8
6722055;123701566;2016;3;130;49;70725;313;65;3;60;19;8
10833614;199219868;2016;3;11;27;32466;14;4;3;110;23;5
2717345;2521603329;2006;6;21;0;66254;126;40;6;712;102;5
14684932;2583272059;2006;3;0;0;88607;212;59;3;353;60;9
31869914;2591118820;2006;2;0;0;3790;62;7;2;21;5;7
12372633;1581051117;2016;2;23;25;3849;30;10;2;90;16;8
14766567;1964627740;2014;2;9;27;215172;2;1;2;114;20;11
3896114;1967880351;2000;2;4;9;22751;228;23;2;78;15;6
1556406;2590048708;2005;3;0;0;9549;544;57;3;256;43;5
16079034;1984336972;2015;5;19;32;42744;10;5;5;564;92;8
12677188;2595409139;2014;5;0;0;633776;31;10;5;129;33;9
16489182;1998143651;2011;2;25;10;704502;123;25;2;99;32;7
20524932;2003910331;2004;4;3;18;137222;71;17;4;219;36;10
45023627;2009513343;2006;1;29;24;90156;43;10;1;43;10;7
6277642;2034341049;2001;1;16;5;39193;116;16;1;116;16;3
17642390;2050701211;2003;2;28;21;382015;113;19;2;89;9;7
7232952;2055784634;2000;2;286;32;38901;162;23;2;184;27;3
18979399;2056240129;2011;3;13;25;267423;31;9;3;560;83;13
6503989;2058288311;2011;2;6;24;39171;54;10;2;585;94;12
17187140;2072096146;2000;3;0;19;9642;22;9;3;170;28;11
7930042;2076568008;2013;4;3;32;106415;64;10;4;60;9;12
309062;2080712717;2008;1;25;39;34643;62;11;1;62;11;14
